"merge_id","company_name","report_year","llm_or_manual_id","llm_page","llm_year","llm_scope","llm_value","llm_unit","non_exp_1_id","non_exp_2_id","non_exp_1_is_value_correct","non_exp_2_is_value_correct","non_exp_1_corrected_value","non_exp_2_corrected_value","non_exp_1_is_unit_correct","non_exp_2_is_unit_correct","non_exp_1_corrected_unit","non_exp_2_corrected_unit","non_exp_1_is_page_correct","non_exp_2_is_page_correct","non_exp_1_corrected_page","non_exp_2_corrected_page","non_exp_1_expert_requested_for_rec","non_exp_2_expert_requested_for_rec","non_exp_1_expert_requested_for_doc","non_exp_2_expert_requested_for_doc","non_exp_1_metric_name","non_exp_2_metric_name","non_exp_1_display_type","non_exp_2_display_type","non_exp_filter_doc","non_exp_filter_rec","non_exp_1_value","non_exp_2_value","non_exp_1_unit","non_exp_2_unit","non_exp_1_page","non_exp_2_page","non_exp_1_value_reasoning","non_exp_2_value_reasoning","non_exp_1_unit_reasoning","non_exp_2_unit_reasoning","exp_group_1_exp_1_id","exp_group_1_exp_2_id","exp_group_1_value_who_is_right","exp_group_1_corrected_value","exp_group_1_value_reasoning","exp_group_1_unit_who_is_right","exp_group_1_corrected_unit","exp_group_1_unit_reasoning","exp_group_1_corrected_page","exp_group_2_exp_1_id","exp_group_2_exp_2_id","exp_group_2_value_who_is_right","exp_group_2_corrected_value","exp_group_2_value_reasoning","exp_group_2_unit_who_is_right","exp_group_2_corrected_unit","exp_group_2_unit_reasoning","exp_group_2_corrected_page","exp_group_filter_rec","exp_group_1_value","exp_group_2_value","exp_group_1_unit","exp_group_2_unit","exp_group_1_page","exp_group_2_page","exp_disc_value","exp_disc_unit","exp_disc_page"
3056,"instone real estate group","2019","88",NA,2020,"1",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3057,"instone real estate group","2019","89",NA,2021,"1",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3058,"instone real estate group","2019","90",NA,2022,"1",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3059,"instone real estate group","2019","101",NA,2013,"2lb",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3060,"instone real estate group","2019","102",NA,2014,"2lb",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3061,"instone real estate group","2019","103",NA,2015,"2lb",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3062,"instone real estate group","2019","104",NA,2016,"2lb",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3063,"instone real estate group","2019","105",NA,2017,"2lb",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3064,"instone real estate group","2019","106",NA,2018,"2lb",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3065,"instone real estate group","2019","107",NA,2019,"2lb",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3066,"instone real estate group","2019","108",NA,2020,"2lb",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3067,"instone real estate group","2019","109",NA,2021,"2lb",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3068,"instone real estate group","2019","110",NA,2022,"2lb",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3069,"instone real estate group","2019","91",NA,2013,"2mb",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3070,"instone real estate group","2019","92",NA,2014,"2mb",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3071,"instone real estate group","2019","93",NA,2015,"2mb",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3072,"instone real estate group","2019","94",NA,2016,"2mb",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3073,"instone real estate group","2019","95",NA,2017,"2mb",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3074,"instone real estate group","2019","96",NA,2018,"2mb",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3075,"instone real estate group","2019","97",NA,2019,"2mb",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3076,"instone real estate group","2019","98",NA,2020,"2mb",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3077,"instone real estate group","2019","99",NA,2021,"2mb",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3078,"instone real estate group","2019","100",NA,2022,"2mb",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3079,"instone real estate group","2019","111",NA,2013,"3",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3080,"instone real estate group","2019","112",NA,2014,"3",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3081,"instone real estate group","2019","113",NA,2015,"3",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3082,"instone real estate group","2019","114",NA,2016,"3",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3083,"instone real estate group","2019","115",NA,2017,"3",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3084,"instone real estate group","2019","116",NA,2018,"3",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3085,"instone real estate group","2019","117",NA,2019,"3",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3086,"instone real estate group","2019","118",NA,2020,"3",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3087,"instone real estate group","2019","119",NA,2021,"3",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3088,"instone real estate group","2019","120",NA,2022,"3",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3089,"japan steel works ltd","2017","1124",NA,2013,"1",NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3090,"japan steel works ltd","2017","1125",NA,2014,"1",NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3091,"japan steel works ltd","2017","1126",NA,2015,"1",NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3092,"japan steel works ltd","2017","1127",NA,2016,"1",NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3093,"japan steel works ltd","2017","1128",NA,2017,"1",NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3094,"japan steel works ltd","2017","1129",NA,2018,"1",NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3095,"japan steel works ltd","2017","1130",NA,2019,"1",NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3096,"japan steel works ltd","2017","1131",NA,2020,"1",NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3097,"japan steel works ltd","2017","1132",NA,2021,"1",NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3098,"japan steel works ltd","2017","1133",NA,2022,"1",NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3099,"japan steel works ltd","2017","1144",NA,2013,"2lb",NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3100,"japan steel works ltd","2017","1145",NA,2014,"2lb",NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3101,"japan steel works ltd","2017","1146",NA,2015,"2lb",NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3102,"japan steel works ltd","2017","1147",NA,2016,"2lb",NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3103,"japan steel works ltd","2017","1148",NA,2017,"2lb",NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3104,"japan steel works ltd","2017","1149",NA,2018,"2lb",NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3105,"japan steel works ltd","2017","1150",NA,2019,"2lb",NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3106,"japan steel works ltd","2017","1151",NA,2020,"2lb",NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3107,"japan steel works ltd","2017","1152",NA,2021,"2lb",NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3108,"japan steel works ltd","2017","1153",NA,2022,"2lb",NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3109,"japan steel works ltd","2017","1134",NA,2013,"2mb",NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3110,"japan steel works ltd","2017","1135",NA,2014,"2mb",NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3111,"japan steel works ltd","2017","1136",NA,2015,"2mb",NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3112,"japan steel works ltd","2017","1137",NA,2016,"2mb",NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3113,"japan steel works ltd","2017","1138",NA,2017,"2mb",NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3114,"japan steel works ltd","2017","1139",NA,2018,"2mb",NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3115,"japan steel works ltd","2017","1140",NA,2019,"2mb",NA,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
